"SitecollectionUrl","WebUrl","ListTitle","LastModified","TotalFileCount","TotalFileStreamSize","TotalSize","VersionSize"
"https://engage2syddev.sharepoint.com/sites/MMR2021000012","https://engage2syddev.sharepoint.com/sites/MMR2021000012","Documents","18/10/2023 11:13:48 PM","5","148.35437965393066","148.46667289733887","0.112293243408203125"
"https://engage2syddev.sharepoint.com/sites/MRD202100001","https://engage2syddev.sharepoint.com/sites/MRD202100001","Documents","18/10/2023 11:14:03 PM","5","148.3536720275879","148.40168380737305","0.04801177978515625"
"https://engage2syddev.sharepoint.com/sites/MRD202100001","https://engage2syddev.sharepoint.com/sites/MRD202100001","Site Assets","25/10/2022 6:44:37 PM","0","0","0","0"
